Date,Team,Opponent,Location,WAB,ADJO,ADJD,EFF,EFG%,TO%,OR%,FTR,2P,3P,Opp EFF,Opp EFG%,Opp TO%,Opp OR%,Opp FTR,Opp 2P,Opp 3P,Opponent_score,Team_score,opp_adj_o,opp_adj_d
2024-11-15,Arizona,Wisconsin,A,-0.3,113.6,109.0,107.1,40.5,15.8,48.0,54.1,24-51,4-23,125.4,59.6,12.2,6.7,90.4,13-25,12-27,103,88,136.9,99.9
2024-11-22,Arizona,Duke,H,-0.5,99.0,90.4,81.2,45.3,22.2,16.7,20.8,15-30,6-23,101.9,50.0,20.7,35.1,21.3,17-36,9-25,69,55,112.3,75.5
2024-11-27,Arizona,Davidson,N,-0.2,125.3,92.6,132.2,64.5,17.8,36.4,29.0,28-47,11-22,90.3,45.8,15.3,22.2,11.3,16-37,11-34,71,104,108.3,114.5
2024-11-28,Arizona,Oklahoma,N,-0.7,113.5,109.1,110.8,46.9,14.4,39.5,29.2,23-46,5-19,118.0,53.4,24.5,44.1,36.2,13-29,12-29,82,77,133.6,99.4
2024-11-29,Arizona,West Virginia,N,-1.2,116.0,105.6,104.4,50.8,19.2,32.4,20.3,22-43,7-21,114.0,48.5,13.7,35.7,32.4,15-34,12-34,83,76,124.8,97.2
2024-12-07,Arizona,Southern Utah,H,-1.1,126.9,90.5,132.3,54.4,11.7,45.7,52.9,28-52,6-16,85.6,45.3,23.3,29.5,23.4,14-36,10-28,66,102,98.3,118.0
2024-12-14,Arizona,UCLA,N,-1.5,98.6,81.8,84.0,47.6,34.2,36.0,45.2,17-26,2-16,88.6,49.0,21.8,24.2,31.4,19-30,4-21,57,54,96.8,78.3
2024-12-18,Arizona,Samford,H,-1.3,125.9,88.3,134.4,64.5,19.6,44.0,56.4,25-33,7-22,89.6,46.7,16.8,22.5,25.0,10-25,12-35,64,96,105.3,118.0
2024-11-04,Houston,Jackson St.,H,0.0,132.2,71.9,143.2,67.2,13.3,39.3,10.4,27-47,12-20,59.1,31.9,31.0,22.2,31.9,9-24,4-23,40,97,78.3,121.0
2024-11-09,Houston,Auburn,N,-0.1,126.2,94.5,110.9,45.7,16.1,40.5,37.9,19-45,5-13,118.9,59.8,19.3,37.9,37.3,20-28,7-23,74,69,139.4,101.0
2024-11-13,Houston,Louisiana,H,-0.1,111.9,72.5,126.8,52.9,13.9,42.9,39.7,21-45,10-23,62.7,39.1,32.1,12.5,26.1,9-25,6-21,45,91,84.8,105.1
2024-11-22,Houston,Hofstra,H,0.0,127.2,76.0,127.0,56.5,6.4,28.6,25.8,17-38,12-24,69.9,38.5,23.8,19.4,9.6,8-27,8-25,44,80,87.4,109.7
2024-11-26,Houston,Alabama,N,-0.2,115.5,95.1,105.9,41.5,15.9,36.4,50.8,18-46,6-19,112.5,45.1,19.8,47.7,67.2,11-30,11-31,85,80,132.9,95.6
2024-11-27,Houston,Notre Dame,N,0.1,109.2,84.5,106.6,50.0,8.2,22.9,15.0,21-37,6-23,88.6,45.9,19.7,22.6,28.6,12-28,7-21,54,65,107.3,94.0
2024-11-30,Houston,San Diego St.,N,-0.4,122.1,107.7,109.5,46.0,18.8,41.5,27.4,12-38,11-24,114.2,48.2,10.9,37.8,47.4,14-32,9-25,73,70,134.2,99.3
2024-12-07,Houston,Butler,H,-0.2,126.3,84.2,129.2,60.8,18.0,46.4,10.0,23-42,9-18,83.4,38.0,19.6,20.0,47.8,4-18,9-28,51,79,107.7,108.8
2024-12-10,Houston,Troy,H,-0.1,117.6,75.4,112.6,52.0,18.2,40.6,27.5,13-32,9-19,76.3,26.0,21.8,40.5,44.0,10-32,2-18,42,62,90.2,100.7
2024-12-18,Houston,Toledo,H,0.0,99.7,69.8,109.4,47.8,16.8,41.0,28.4,26-43,4-24,68.7,34.3,19.6,15.0,33.3,11-36,5-18,49,78,85.8,94.4
2024-11-04,Michigan,Cleveland St.,H,0.0,128.0,86.0,135.0,77.2,21.4,41.7,38.6,29-39,10-18,70.8,31.4,28.1,44.4,15.7,19-51,2-19,53,101,85.5,115.0
2024-11-10,Michigan,Wake Forest,N,-0.6,113.1,104.4,102.1,50.9,23.3,31.3,26.3,14-24,10-33,105.0,51.8,19.0,32.4,33.9,20-36,6-20,72,70,112.3,94.4
2024-11-15,Michigan,TCU,H,-0.4,113.1,91.0,104.6,58.7,28.9,42.9,44.2,17-28,9-24,88.0,38.3,16.5,31.0,34.4,17-45,5-19,64,76,98.7,92.4
2024-11-18,Michigan,Miami OH,H,-0.3,120.7,100.6,128.8,70.0,24.7,46.4,25.0,21-31,14-29,91.8,48.5,17.8,20.5,12.3,15-33,11-32,67,94,107.1,110.8
2024-11-21,Michigan,Tarleton St.,H,-0.3,106.0,90.1,111.0,50.0,17.0,39.4,41.1,19-34,6-22,75.6,48.8,37.0,20.8,24.4,11-29,6-12,49,72,87.0,96.6
2024-11-25,Michigan,Virginia Tech,N,-0.1,105.6,94.7,107.2,48.4,21.4,42.5,32.3,15-28,10-34,90.1,37.9,27.2,46.2,41.4,16-41,4-17,63,75,102.8,93.4
2024-11-27,Michigan,Xavier,N,0.3,110.9,73.9,109.9,58.2,14.1,20.0,23.0,19-39,11-22,74.7,41.4,26.8,25.6,15.5,12-35,8-23,53,78,85.8,96.0
2024-12-03,Michigan,Wisconsin,A,1.0,102.7,84.4,99.3,44.1,17.8,33.3,35.6,17-34,6-25,94.8,39.1,14.8,34.8,29.7,16-37,6-27,64,67,103.9,89.6
2024-12-07,Michigan,Iowa,H,1.4,121.1,99.5,114.5,58.6,22.9,42.3,37.9,28-38,4-20,111.8,47.4,5.4,30.6,22.1,23-50,9-27,83,85,120.5,104.8
2024-12-10,Michigan,Arkansas,N,0.9,123.6,108.4,112.3,64.4,21.9,26.7,30.5,26-41,8-18,114.8,56.8,18.1,33.3,33.3,24-43,9-23,89,87,124.8,102.1
2024-12-18,Michigan,Oklahoma,N,0.4,130.3,111.6,123.1,50.0,14.3,44.7,40.6,26-36,4-28,124.5,57.9,18.6,35.5,42.1,15-32,12-25,87,86,133.9,113.1
